id,pop,vacc
20007,1493,0.9256530475552579
20105,19750,0.9206582278481013
20106,3316,0.9128468033775633
20109,41198,0.9165978931016069
20110,44006,0.9213061855201563
20111,31925,0.9147063429913861
20112,26319,0.9253011132641817
20115,4735,0.914466737064414
20117,3489,0.9131556319862425
20119,3999,0.9207301825456364
20120,30894,0.9141904576940506
20121,23031,0.9044765750510182
20124,14825,0.9165598650927488
20132,17160,0.9222027972027972
20135,3722,0.9150994089199355
20136,24741,0.92506365951255
20137,2318,0.9163071613459879
20141,8624,0.9271799628942486
20147,56623,0.9237412358935415
20148,40247,0.9307526026784605
20151,19142,0.922839828649044
20152,25265,0.9302988323768059
20155,31656,0.9187831690674754
20158,3514,0.9260102447353443
20164,37798,0.9104449970897931
20165,30506,0.9179505671015538
20166,15266,0.9135988471112275
20169,24680,0.9303889789303079
20170,39929,0.9194319917854191
20171,50948,0.9176218889848473
20175,34187,0.9229531693333723
20176,49201,0.9234568403081238
20180,6461,0.929113140380746
20181,6778,0.9176748303334317
20186,15107,0.9183160124445621
20187,16544,0.917674081237911
20190,17020,0.8834900117508813
20191,28550,0.8925744308231174
20194,10773,0.9007704446300937
20198,1136,0.9119718309859155
22003,53360,0.9089392803598201
22015,44979,0.913492963382912
22025,13504,0.9182464454976303
22026,15706,0.9211766203998472
22027,5599,0.9194499017681729
22030,53194,0.9078091514080535
22031,26206,0.9110509043730444
22032,27451,0.9125350624749554
22033,34832,0.9027905374368397
22035,1807,0.902600996126176
22039,17477,0.9119414087085884
22041,25172,0.8964722707770538
22042,35521,0.8958925705920442
22043,24868,0.9063857165835612
22044,7889,0.9013816706806946
22046,14748,0.9166666666666666
22060,5129,0.9144082667186586
22066,18175,0.9057496561210454
22079,28924,0.908795463974554
22101,29834,0.8991083998122947
22102,19180,0.9128258602711158
22124,17796,0.9041919532479209
22125,5965,0.9227158424140821
22134,2016,0.9171626984126984
22150,26887,0.9017368988730613
22151,17508,0.9083276216586703
22152,27936,0.9136955899198167
22153,25874,0.8917059596506145
22172,9715,0.9232115285640762
22180,22018,0.9093468979925515
22181,9844,0.9092848435595287
22182,26468,0.9013525766963881
22191,58891,0.9190878062861897
22192,40365,0.9222098352533135
22193,80904,0.9216973202808266
22201,34119,0.9139189308010199
22202,25613,0.908913442392535
22203,12287,0.9163343371042565
22204,52963,0.916451107376848
22205,17716,0.9200722510724768
22206,14688,0.9069308278867102
22207,34443,0.9221902853990651
22209,15239,0.9093116346216943
22213,2936,0.909741144414169
22301,11373,0.9113690319176998
22302,16391,0.9189799280092734
22303,13901,0.8946838356952738
22304,38577,0.9108795396220546
22305,14959,0.9205160772778929
22306,29642,0.9000067471830511
22307,8064,0.8834325396825397
22308,14162,0.9135009179494422
22309,33355,0.9022635287063409
22310,30984,0.9056287115930803
22311,20102,0.9126455079096607
22312,28858,0.9132303000900963
22314,27199,0.90440825030332
22315,24850,0.8985915492957747
22401,22584,0.9230428622033298
22405,28250,0.9198230088495575
22406,23528,0.916695001700102
22407,56615,0.9173187317848627
22408,28197,0.9208071780685888
22427,3188,0.926913425345044
22432,433,0.9145496535796767
22433,2043,0.9172785119921684
22435,2302,0.8788010425716768
22436,1224,0.8888888888888888
22437,931,0.8990332975295381
22438,888,0.8963963963963963
22443,9254,0.9203587637778258
22448,510,0.9313725490196079
22460,872,0.8589449541284404
22469,562,0.9234875444839857
22473,4711,0.8817660793886648
22480,764,0.912303664921466
22482,1795,0.9030640668523677
22485,20617,0.9210845418829121
22488,1002,0.907185628742515
22503,1974,0.914387031408308
22508,17872,0.9191472694717995
22511,1505,0.891029900332226
22514,4583,0.9138119135937159
22520,3933,0.9051614543605391
22534,1174,0.9361158432708688
22538,857,0.9253208868144691
22539,1431,0.9014675052410901
22546,12909,0.9182740723526222
22551,20271,0.9188495880814957
22553,11223,0.9194511271496035
22554,47012,0.9206798264272952
22556,31831,0.9214602117432691
22560,4587,0.9045127534336167
22572,3905,0.9254801536491677
22576,2003,0.9046430354468298
22578,836,0.9078947368421053
22580,4461,0.9170589553911679
22601,23270,0.9230339492909325
22602,24743,0.9172695307763812
22603,8746,0.9110450491653327
22610,1184,0.9037162162162162
22611,6645,0.9154251316779534
22620,3062,0.9225996080992815
22623,1609,0.9192044748290864
22624,1036,0.917953667953668
22625,5808,0.9194214876033058
22627,934,0.8972162740899358
22630,31110,0.9198649951783993
22637,1677,0.900417412045319
22639,1034,0.8994197292069632
22644,3086,0.9173687621516526
22645,5843,0.911346910833476
22650,758,0.9050131926121372
22654,1541,0.9117456197274497
22655,17754,0.9153993466261124
22656,7158,0.9185526683431126
22657,9488,0.9239038785834739
22660,2283,0.9172141918528253
22663,2585,0.9079303675048356
22664,8037,0.913524947119572
22701,28291,0.91693471422007
22712,2455,0.9238289205702648
22713,2328,0.9196735395189003
22714,1250,0.92
22716,1355,0.9136531365313653
22718,2096,0.9255725190839694
22719,1238,0.9127625201938611
22724,4168,0.902831094049904
22727,6096,0.9084645669291339
22728,4592,0.9165940766550522
22733,1847,0.9258256632376828
22734,1916,0.930062630480167
22737,4212,0.9104938271604939
22738,3027,0.918401057152296
22740,2457,0.9263329263329263
22742,1717,0.9242865463016889
22747,2387,0.9187264348554671
22801,36758,0.9208063550791664
22802,24231,0.9201848871280591
22807,188,0.9202127659574468
22811,614,0.8908794788273615
22812,10061,0.9030911440214691
22815,2642,0.9201362604087813
22820,819,0.9157509157509157
22821,5025,0.9213930348258706
22824,8821,0.9182632354608321
22827,8386,0.9184354877176246
22830,1488,0.9247311827956989
22831,2711,0.9262264846919955
22832,1801,0.9200444197667962
22834,6135,0.9215973920130399
22835,12639,0.9157370045098505
22842,3275,0.9114503816793893
22843,2739,0.9167579408543264
22844,3530,0.9152974504249292
22845,782,0.9322250639386189
22846,2763,0.9131378935939196
22847,891,0.9124579124579124
22849,7024,0.9208428246013668
22850,1582,0.9279393173198482
22851,1250,0.9216
22853,3801,0.9205472244146278
22901,28162,0.908990838718841
22902,13646,0.9067858713176022
22903,41375,0.9154803625377643
22904,706,0.9079320113314447
22911,15039,0.9132921071879779
22920,5456,0.9039589442815249
22923,1793,0.90574456218628
22931,919,0.911860718171926
22932,7517,0.9074098709591593
22935,1836,0.9324618736383442
22936,3456,0.9175347222222222
22937,1826,0.940854326396495
22938,1197,0.9139515455304928
22939,4320,0.9048611111111111
22940,4014,0.9172894867962132
22942,11824,0.9190629228687416
22943,1197,0.9022556390977443
22946,1579,0.9214692843571881
22947,3286,0.9023128423615338
22949,667,0.9100449775112444
22952,1052,0.908745247148289
22958,2188,0.896709323583181
22959,928,0.9051724137931034
22960,6538,0.9229122055674518
22963,13277,0.9075845447013633
22967,2253,0.9112294718153573
22968,2830,0.9148409893992933
22973,8642,0.9210830826197639
22974,4692,0.9066496163682864
22980,30162,0.9189377362243883
23002,15894,0.92292689065056
23004,766,0.922976501305483
23005,19219,0.9144596493053749
23009,2397,0.9345014601585315
23011,1737,0.9176741508347726
23015,5686,0.9231445655997186
23022,538,0.9182156133828996
23024,4177,0.9078285851089298
23027,2655,0.9167608286252354
23030,3824,0.8980125523012552
23035,2480,0.9217741935483871
23038,2308,0.9250433275563258
23040,2976,0.9089381720430108
23043,971,0.9031925849639547
23047,507,0.8895463510848126
23059,36505,0.9204766470346528
23060,37373,0.9195140877103791
23061,11825,0.9116279069767442
23063,6660,0.9175675675675675
23065,1546,0.9146183699870634
23066,438,0.910958904109589
23069,4717,0.9283442866228535
23072,9605,0.9231650182196772
23075,7275,0.9158762886597939
23076,1517,0.9255108767303889
23079,1002,0.9281437125748503
23083,5936,0.9196428571428571
23084,810,0.9135802469135802
23086,1484,0.9191374663072777
23089,1653,0.9159104658197217
23092,1058,0.9338374291115312
23093,13282,0.915976509561813
23102,2385,0.9157232704402516
23103,6631,0.92203287588599
23106,2529,0.9276393831553974
23109,1693,0.9049025398700532
23110,1584,0.9217171717171717
23111,37089,0.9170643587047372
23112,51271,0.9124651362368591
23113,22668,0.9170637021351685
23114,18722,0.9201474201474201
23115,1225,0.8881632653061224
23116,21450,0.9203729603729603
23117,9266,0.9185193179365422
23120,7337,0.9210849120894098
23123,1063,0.909689557855127
23124,3835,0.9152542372881356
23126,2418,0.8312655086848635
23128,1266,0.9123222748815166
23139,25175,0.9173783515392254
23140,6661,0.918480708602312
23141,6174,0.9298671849692258
23146,2206,0.9038984587488668
23148,1104,0.8967391304347826
23150,11384,0.9140899508081518
23156,2366,0.889687235841082
23163,786,0.9007633587786259
23168,7046,0.915129151291513
23169,630,0.9079365079365079
23175,1339,0.9200896191187453
23176,1831,0.898416166029492
23177,2535,0.8690335305719921
23180,711,0.9184247538677919
23181,2142,0.9299719887955182
23185,36904,0.9214177324951225
23187,1193,0.9061190276613579
23188,40996,0.9208947214362376
23192,5854,0.9250085411684318
23219,2505,0.9033932135728543
23220,21948,0.9113814470566795
23221,15142,0.9156650376436402
23222,21661,0.9187479802409861
23223,46298,0.9212060996155341
23224,29558,0.9109209012788416
23225,32685,0.9090714394982408
23226,15469,0.9030965156118689
23227,19715,0.9130611209738777
23228,30696,0.9152984102163149
23229,31045,0.9217265260106298
23230,5898,0.9159036961681926
23231,35243,0.9135431149448118
23233,28237,0.9225130148386869
23234,35073,0.911042682405269
23235,31099,0.9034695649377793
23236,25833,0.9075988077265513
23237,19699,0.9045129194375349
23238,26881,0.9175997916744169
23294,17441,0.9210481050398487
23301,1027,0.9396299902629016
23306,1156,0.9290657439446367
23308,802,0.9027431421446384
23310,4914,0.9151404151404151
23314,7873,0.9235361361615648
23315,909,0.9361936193619362
23320,51737,0.9096391364014148
23321,33817,0.9164029925776976
23322,54275,0.917770612620912
23323,39296,0.9188212540716613
23324,23498,0.8809260362584049
23325,18173,0.9078302976943817
23336,2910,0.9137457044673539
23350,3292,0.9207168894289186
23354,650,0.9261538461538461
23357,641,0.921996879875195
23359,1130,0.9362831858407079
23389,1677,0.913536076326774
23405,572,0.9073426573426573
23409,1016,0.922244094488189
23410,1942,0.913491246138002
23413,929,0.9278794402583423
23415,4636,0.9206212251941329
23417,3004,0.9091211717709721
23418,1854,0.9174757281553398
23420,3475,0.9139568345323741
23421,3119,0.9198461045206797
23427,637,0.9042386185243328
23430,15719,0.9188879699726445
23432,582,0.9278350515463918
23433,873,0.9026345933562429
23434,44074,0.9229931478876435
23435,28917,0.9141681363903587
23436,2089,0.906653901388224
23437,2840,0.901056338028169
23438,2409,0.9240348692403487
23440,463,0.91792656587473
23442,705,0.9120567375886525
23451,42514,0.9154631415533706
23452,58291,0.9134343209071726
23453,36109,0.9246171314630701
23454,57593,0.9180455958189363
23455,45679,0.914446463363909
23456,53029,0.9209300571385468
23457,3116,0.9136713735558408
23462,56398,0.920493634526047
23464,69296,0.9174988455322096
23487,5114,0.9278451310129058
23488,2208,0.9157608695652174
23502,19139,0.9208422592611945
23503,28618,0.8940177510657628
23504,18197,0.9047095675111282
23505,26872,0.9176466210181602
23507,7535,0.9235567352355674
23508,13254,0.8977667119360193
23509,12379,0.9170369173600452
23510,6494,0.9240837696335078
23511,1463,0.9152426520847573
23513,27931,0.9155418710393469
23517,5073,0.8860634732899665
23518,30188,0.919736319067179
23523,7441,0.9356269318639968
23601,25302,0.9121808552683582
23602,38074,0.9093344539580817
23603,2730,0.9271062271062271
23604,2732,0.921303074670571
23605,10200,0.9262745098039216
23606,23739,0.9055141328615358
23607,19083,0.92558821988157
23608,38992,0.9180601148953631
23661,14271,0.9095368229276154
23662,11122,0.9168315051249776
23663,11809,0.9132864764162927
23664,10749,0.9083635687040655
23665,4157,0.9331248496511908
23666,48781,0.910231442569853
23669,32852,0.9119992694508706
23690,3029,0.9204357873885771
23692,17514,0.9214342811465114
23693,22648,0.9249381843871424
23696,4912,0.9173452768729642
23701,21184,0.9200339879154078
23702,10262,0.9277918534398752
23703,23777,0.9214366825083063
23704,14691,0.9248519501735757
23707,14480,0.9259668508287293
23801,1500,0.948
23803,33955,0.913149757031365
23805,16298,0.9139158178917659
23821,808,0.8960396039603961
23824,4155,0.9306859205776173
23827,1716,0.9382284382284383
23829,2026,0.930898321816387
23831,33743,0.9202204901757401
23832,39700,0.9067506297229219
23833,2648,0.9154078549848943
23834,21527,0.9164769823942026
23836,11280,0.8946808510638298
23837,5002,0.9154338264694122
23838,12562,0.908772488457252
23839,920,0.9141304347826087
23840,1613,0.9156850588964662
23841,3377,0.9236008291382884
23842,5010,0.912375249500998
23843,770,0.9155844155844156
23844,755,0.928476821192053
23846,1012,0.9130434782608695
23847,11161,0.9250963175342711
23851,11865,0.922039612305099
23860,28286,0.9225411864526621
23866,794,0.906801007556675
23867,2912,0.9227335164835165
23868,2149,0.9222894369474174
23872,3425,0.915912408759124
23875,12480,0.9279647435897436
23876,448,0.9174107142857143
23881,3222,0.9130974549968963
23882,2049,0.9087359687652513
23883,2489,0.9172358376858176
23885,1711,0.9105786090005844
23887,636,0.9198113207547169
23888,3718,0.9171597633136095
23889,1099,0.9199272065514104
23890,2094,0.9178605539637058
23894,1498,0.917890520694259
23898,3214,0.9206596141879279
23901,11316,0.9153411099328385
23917,1600,0.914375
23919,1286,0.9035769828926905
23920,5657,0.9199222202580873
23921,1208,0.9329470198675497
23922,3131,0.9259022676461195
23923,1457,0.9224433768016472
23924,5464,0.8971449487554904
23927,2839,0.9034871433603382
23930,4890,0.9212678936605317
23934,696,0.9267241379310345
23936,3728,0.9214055793991416
23937,2073,0.9093101784852871
23938,1445,0.9301038062283737
23942,2225,0.92
23944,2753,0.9288049400653832
23947,1796,0.9170378619153675
23950,4266,0.9116268166901078
23954,1809,0.9060254284134881
23958,1021,0.9040156709108716
23959,1178,0.9125636672325976
23960,3564,0.9205948372615039
23962,793,0.9167717528373266
23963,796,0.9095477386934674
23964,1872,0.9086538461538461
23967,841,0.920332936979786
23968,1348,0.9183976261127597
23970,5850,0.9157264957264958
23974,4169,0.9196449988006716
24012,26136,0.9232858891949801
24013,7000,0.9177142857142857
24014,16028,0.9139630646368855
24015,17353,0.9125799573560768
24016,7138,0.9064163631269263
24017,22120,0.9187613019891501
24018,34740,0.9152561888313183
24019,27618,0.9192917662394091
24053,2732,0.9132503660322109
24054,6452,0.9003409795412275
24055,15697,0.9175638657068229
24059,974,0.9250513347022588
24060,28061,0.9125476640176757
24064,6874,0.9131510037823684
24065,5885,0.9204757858963466
24066,2868,0.9163179916317992
24067,5991,0.913536972124854
24069,1651,0.8715929739551787
24073,27998,0.9153868133438102
24076,2685,0.9143389199255121
24077,1215,0.902880658436214
24078,7727,0.918597126957422
24079,3946,0.9077546882919412
24082,686,0.9008746355685131
24083,2129,0.9145138562705496
24084,12244,0.9131819666775564
24085,2052,0.9161793372319688
24087,4192,0.9308206106870229
24088,2360,0.9266949152542373
24089,2847,0.9192132068844397
24090,5080,0.9236220472440945
24091,3741,0.9262229350441058
24092,1264,0.9216772151898734
24095,5553,0.9141004862236629
24101,6434,0.9225986944358098
24102,663,0.9019607843137255
24104,1343,0.8905435591958303
24112,28017,0.9176214441232109
24120,1593,0.9070935342121783
24121,8430,0.9131672597864768
24122,1512,0.9107142857142857
24124,7355,0.9045547246770904
24127,3292,0.9058323207776428
24132,1330,0.912781954887218
24134,1637,0.8698839340256567
24136,3272,0.9144254278728606
24137,939,0.9382321618743344
24138,1084,0.9114391143911439
24139,2411,0.9116549149730402
24141,18673,0.9200449847373212
24142,1743,0.9059093516924842
24147,728,0.9368131868131868
24148,5586,0.9088793412101682
24149,4213,0.9102777118442915
24150,2832,0.8958333333333334
24151,20137,0.9219347469831654
24153,34222,0.9174507626672901
24162,1760,0.9079545454545455
24165,1088,0.9080882352941176
24167,790,0.9
24171,5769,0.9161033107990987
24174,3700,0.9064864864864864
24175,5567,0.9177294772768098
24176,2700,0.9125925925925926
24179,18632,0.9185809360240447
24184,1473,0.9035980991174474
24185,1288,0.9254658385093167
24201,12853,0.9102155138878083
24202,11809,0.9195528833940215
24210,14675,0.908756388415673
24211,9236,0.9150064963187527
24216,2513,0.9287703939514524
24219,10161,0.922350162385592
24220,1198,0.9123539232053423
24221,736,0.907608695652174
24224,4242,0.9120697784064121
24225,1044,0.9176245210727969
24226,712,0.9213483146067416
24228,5017,0.9202710783336655
24230,8277,0.9186903467439894
24236,1147,0.8788142981691369
24237,952,0.9086134453781513
24243,2356,0.9223259762308998
24244,4172,0.9156279961649089
24250,2661,0.9214580984592259
24251,11175,0.9157941834451901
24256,2138,0.921421889616464
24260,3331,0.9237466226358451
24263,5119,0.9154131666341082
24265,504,0.9146825396825397
24266,9403,0.919068382431139
24269,696,0.9252873563218391
24270,1021,0.9245837414299706
24273,3933,0.9211797609966946
24277,6223,0.9143499919652901
24279,3615,0.9291839557399724
24280,1195,0.9221757322175732
24282,548,0.9251824817518248
24283,2782,0.9209202012940331
24290,725,0.9131034482758621
24292,913,0.9200438116100766
24293,10986,0.9178955033679228
24301,13126,0.9180252933109858
24311,686,0.9067055393586005
24312,2056,0.914396887159533
24313,1540,0.9194805194805195
24314,1128,0.9113475177304965
24315,875,0.9142857142857143
24317,1342,0.9046199701937406
24318,732,0.9153005464480874
24319,7649,0.9105765459537194
24323,1921,0.9047371160853722
24324,903,0.929125138427464
24326,2370,0.9185654008438818
24328,1526,0.9272608125819135
24330,1913,0.9027705175117616
24333,16069,0.9162362312527227
24340,1629,0.9146715776550031
24343,11045,0.9115436849253056
24347,2818,0.9212207239176721
24348,2556,0.9276212832550861
24350,1295,0.9135135135135135
24351,1374,0.9337700145560408
24354,14049,0.9174318456829668
24360,3949,0.9123828817422133
24361,3269,0.9057815845824411
24363,1077,0.9303621169916435
24366,1390,0.9223021582733812
24368,3483,0.9132931380993397
24370,9579,0.9228520722413613
24378,642,0.9330218068535826
24382,13744,0.8977735739231665
24401,31581,0.918336974763307
24412,2023,0.9223924864063272
24416,6191,0.9229526732353416
24421,3727,0.90045613093641
24422,7112,0.9169010123734533
24426,12025,0.9204158004158004
24430,760,0.9236842105263158
24431,2909,0.8996218631832245
24432,665,0.9112781954887218
24435,3757,0.916955017301038
24439,2527,0.9184804115552038
24440,1402,0.9022824536376605
24441,3662,0.9115237575095576
24445,1426,0.9172510518934082
24450,12170,0.910353327855382
24459,688,0.9316860465116279
24460,583,0.8850771869639794
24464,1333,0.9182295573893473
24465,1710,0.9116959064327486
24467,1045,0.8899521531100478
24471,832,0.9302884615384616
24474,824,0.9223300970873787
24477,9649,0.9143952741216707
24479,3226,0.9175449473031618
24482,4879,0.9139167862266858
24483,1026,0.9122807017543859
24486,3634,0.8929554210236654
24487,549,0.8979963570127505
24501,21966,0.9152326322498406
24502,39675,0.9072463768115943
24503,19943,0.9131023416737702
24504,7157,0.9077825904708677
24517,4117,0.9232450813699296
24520,1075,0.9181395348837209
24521,14123,0.9202010904198824
24522,8422,0.9199715032058894
24523,17043,0.9153318077803204
24527,4290,0.9125874125874126
24528,679,0.9189985272459499
24529,2522,0.9147501982553529
24530,2092,0.8919694072657743
24531,8111,0.9133275798298607
24534,1735,0.9244956772334294
24536,1433,0.9253314724354501
24538,4783,0.9140706669454317
24540,29922,0.9064567876478845
24541,25903,0.9125969964868934
24549,3330,0.8882882882882883
24550,7933,0.9200806756586412
24551,22667,0.9186041381744386
24553,2215,0.9169300225733634
24554,4170,0.9237410071942446
24555,1166,0.8953687821612349
24556,1470,0.9142857142857143
24557,3757,0.9206813947298377
24558,4139,0.9125392606909881
24562,951,0.8937960042060988
24563,8595,0.9133216986620128
24565,1866,0.9083601286173634
24566,2026,0.903751233958539
24571,1457,0.9217570350034318
24572,10630,0.9122295390404516
24574,2707,0.9224233468784633
24577,6883,0.8949585936364958
24578,1445,0.898961937716263
24579,1208,0.8981788079470199
24586,3746,0.8902829684997331
24588,3527,0.919478310178622
24589,957,0.9122257053291536
24590,9407,0.9146380355054746
24592,9676,0.9180446465481604
24593,2150,0.9293023255813954
24594,3383,0.8909252143068283
24597,2587,0.9110939311944337
24598,1435,0.9247386759581881
24599,1419,0.9182522903453136
24601,921,0.9218241042345277
24602,701,0.8830242510699001
24603,1996,0.908817635270541
24605,3838,0.9093277748827514
24606,1112,0.9181654676258992
24609,6391,0.913315600062588
24613,2396,0.9015025041736227
24614,7681,0.9158963676604609
24620,1246,0.9245585874799358
24622,3015,0.9174129353233831
24630,6165,0.910786699107867
24631,949,0.928345626975764
24634,906,0.9150110375275938
24637,936,0.9155982905982906
24639,1090,0.9045871559633027
24641,3266,0.9154929577464789
24646,770,0.9233766233766234
24649,2875,0.912
24651,7061,0.9201246282396262
24656,2913,0.917610710607621
24657,711,0.9029535864978903
37620,1499,0.895263509006004
